Rk,Date,Tm,Opp,Result,Player,Dist,Good.,Blk.
11,2008-10-05,CAR,KAN,W 34-0,John Kasay,43,Y,N
12,2008-10-12,NYJ,CIN,W 26-14,Jay Feely,43,Y,N
13,2008-10-26,BUF,MIA,L 16-25,Rian Lindell,43,Y,N
14,2008-10-26,CIN,HOU,L 6-35,Shayne Graham,43,Y,N
15,2008-10-26,DET,WAS,L 17-25,Jason Hanson,43,Y,N
16,2008-10-26,MIA,BUF,W 25-16,Dan Carpenter,43,Y,N
17,2008-10-26,SEA,SFO,W 34-13,Olindo Mare,43,Y,N
18,2008-10-27,TEN,IND,W 31-21,Rob Bironas,43,N,N
19,2008-11-02,TAM,KAN,W 30-27,Matt Bryant,43,Y,N
20,2008-11-02,BUF,NYJ,L 17-26,Rian Lindell,43,N,N
21,2008-11-03,WAS,PIT,L 6-23,Shaun Suisham,43,Y,N
22,2008-11-16,MIN,TAM,L 13-19,Ryan Longwell,43,Y,N
23,2008-11-17,CLE,BUF,W 29-27,Phil Dawson,43,Y,N
24,2008-11-23,CHI,STL,W 27-3,Robbie Gould,43,Y,N
25,2008-11-23,TEN,NYJ,L 13-34,Rob Bironas,43,Y,N
26,2008-11-23,STL,CHI,L 3-27,Josh Brown,43,Y,N
27,2008-11-23,WAS,SEA,W 20-17,Shaun Suisham,43,N,N
28,2008-11-23,DEN,OAK,L 10-31,Matt Prater,43,N,N
29,2008-11-27,TEN,DET,W 47-10,Rob Bironas,43,Y,N
30,2008-11-30,SDG,ATL,L 16-22,Nate Kaeding,43,N,Y
31,2008-11-30,NOR,TAM,L 20-23,Garrett Hartley,43,Y,N
32,2008-12-01,JAX,HOU,L 17-30,Josh Scobee,43,N,N
33,2008-12-07,WAS,BAL,L 10-24,Shaun Suisham,43,Y,N
34,2008-12-14,DEN,CAR,L 10-30,Matt Prater,43,Y,N
35,2008-12-21,STL,SFO,L 16-17,Josh Brown,43,Y,N
36,2008-12-21,DEN,BUF,L 23-30,Matt Prater,43,Y,N
37,2008-12-28,CIN,KAN,W 16-6,Shayne Graham,43,Y,N
38,2009-01-03,IND,SDG,L 17-23,Adam Vinatieri,43,Y,N
39,2009-01-04,PHI,MIN,W 26-14,David Akers,43,Y,N
40,2009-01-10,BAL,TEN,W 13-10,Matt Stover,43,Y,N
41,2009-01-18,PIT,BAL,W 23-14,Jeff Reed,43,Y,N
1,2008-09-08,GNB,MIN,W 24-19,Mason Crosby,42,Y,N
2,2008-09-28,CIN,CLE,L 12-20,Shayne Graham,42,Y,N
3,2008-09-28,MIN,TEN,L 17-30,Ryan Longwell,42,Y,N
4,2008-10-05,ATL,GNB,W 27-24,Jason Elam,42,Y,N
5,2008-10-05,MIA,SDG,W 17-10,Dan Carpenter,42,N,N
6,2008-10-12,HOU,MIA,W 29-28,Kris Brown,42,Y,N
7,2008-10-19,MIN,CHI,L 41-48,Ryan Longwell,42,Y,N
8,2008-10-19,CHI,MIN,W 48-41,Robbie Gould,42,N,Y
9,2008-10-26,CLE,JAX,W 23-17,Phil Dawson,42,Y,N
10,2008-10-26,WAS,DET,W 25-17,Shaun Suisham,42,Y,N
11,2008-10-26,SEA,SFO,W 34-13,Olindo Mare,42,Y,N
12,2008-10-26,SFO,SEA,L 13-34,Joe Nedney,42,Y,N
13,2008-11-02,PHI,SEA,W 26-7,David Akers,42,Y,N
14,2008-11-09,PIT,IND,L 20-24,Jeff Reed,42,Y,N
15,2008-11-13,NWE,NYJ,L 31-34,Stephen Gostkowski,42,Y,N
16,2008-11-16,PHI,CIN,T 13-13,David Akers,42,Y,N
17,2008-11-16,SDG,PIT,L 10-11,Nate Kaeding,42,N,N
18,2008-11-23,BAL,PHI,W 36-7,Matt Stover,42,Y,N
19,2008-11-23,DAL,SFO,W 35-22,Nick Folk,42,Y,N
20,2008-11-27,DAL,SEA,W 34-9,Nick Folk,42,Y,N
21,2008-11-27,PHI,ARI,W 48-20,David Akers,42,Y,N
22,2008-11-30,WAS,NYG,L 7-23,Shaun Suisham,42,N,N
23,2008-11-30,MIA,STL,W 16-12,Dan Carpenter,42,Y,N
24,2008-12-07,STL,ARI,L 10-34,Josh Brown,42,N,N
25,2008-12-07,NWE,SEA,W 24-21,Stephen Gostkowski,42,Y,N
26,2008-12-07,JAX,CHI,L 10-23,Josh Scobee,42,Y,N
27,2008-12-14,CAR,DEN,W 30-10,John Kasay,42,Y,N
28,2008-12-21,TEN,PIT,W 31-14,Rob Bironas,42,Y,N
29,2008-12-28,DAL,PHI,L 6-44,Nick Folk,42,Y,N
30,2008-12-28,SEA,ARI,L 21-34,Olindo Mare,42,N,N
31,2008-12-28,CAR,NOR,W 33-31,John Kasay,42,Y,N
32,2008-12-28,NYG,MIN,L 19-20,John Carney,42,Y,N
33,2009-01-11,SDG,PIT,L 24-35,Nate Kaeding,42,Y,N
1,2008-09-07,CHI,IND,W 29-13,Robbie Gould,41,Y,N
2,2008-09-14,SFO,SEA,W 33-30,Joe Nedney,41,N,N
3,2008-09-28,CHI,PHI,W 24-20,Robbie Gould,41,Y,N
4,2008-10-05,ATL,GNB,W 27-24,Jason Elam,41,Y,N
5,2008-10-05,CIN,DAL,L 22-31,Shayne Graham,41,Y,N
6,2008-10-05,WAS,PHI,W 23-17,Shaun Suisham,41,Y,N
7,2008-10-12,ATL,CHI,W 22-20,Jason Elam,41,Y,N
8,2008-10-12,ARI,DAL,W 30-24,Neil Rackers,41,Y,N
9,2008-10-26,TAM,DAL,L 9-13,Matt Bryant,41,Y,N
10,2008-10-26,NWE,STL,W 23-16,Stephen Gostkowski,41,Y,N
11,2008-11-02,TEN,GNB,W 19-16,Rob Bironas,41,Y,N
12,2008-11-02,CHI,DET,W 27-23,Robbie Gould,41,Y,N
13,2008-11-02,MIA,DEN,W 26-17,Dan Carpenter,41,Y,N
14,2008-11-02,BAL,CLE,W 37-27,Matt Stover,41,Y,N
15,2008-11-10,SFO,ARI,L 24-29,Joe Nedney,41,Y,N
16,2008-11-16,CIN,PHI,T 13-13,Shayne Graham,41,Y,N
17,2008-11-16,PIT,SDG,W 11-10,Jeff Reed,41,Y,N
18,2008-11-16,WAS,DAL,L 10-14,Shaun Suisham,41,Y,N
19,2008-11-23,DAL,SFO,W 35-22,Nick Folk,41,Y,N
20,2008-11-27,PHI,ARI,W 48-20,David Akers,41,Y,N
21,2008-11-27,TEN,DET,W 47-10,Rob Bironas,41,Y,N
22,2008-11-27,DAL,SEA,W 34-9,Nick Folk,41,Y,N
23,2008-12-07,CLE,TEN,L 9-28,Phil Dawson,41,Y,N
24,2008-12-07,HOU,GNB,W 24-21,Kris Brown,41,Y,N
25,2008-12-07,PIT,DAL,W 20-13,Jeff Reed,41,Y,N
26,2008-12-07,HOU,GNB,W 24-21,Kris Brown,41,N,N
27,2008-12-28,WAS,SFO,L 24-27,Shaun Suisham,41,Y,N
28,2008-12-28,CAR,NOR,W 33-31,John Kasay,41,N,N
29,2008-12-28,BAL,JAX,W 27-7,Matt Stover,41,Y,N
30,2008-12-28,PHI,DAL,W 44-6,David Akers,41,Y,N
1,2008-09-07,KAN,NWE,L 10-17,Nick Novak,40,Y,N
2,2008-09-14,SFO,SEA,W 33-30,Joe Nedney,40,Y,N
3,2008-09-14,OAK,KAN,W 23-8,Sebastian Janikowski,40,Y,N
4,2008-09-21,CHI,TAM,L 24-27,Robbie Gould,40,Y,N
5,2008-09-28,JAX,HOU,W 30-27,Josh Scobee,40,Y,N
6,2008-10-05,NWE,SFO,W 30-21,Stephen Gostkowski,40,Y,N
7,2008-10-05,DEN,TAM,W 16-13,Matt Prater,40,Y,N
8,2008-10-05,CIN,DAL,L 22-31,Shayne Graham,40,Y,N
9,2008-10-12,DET,MIN,L 10-12,Jason Hanson,40,Y,N
10,2008-10-19,OAK,NYJ,W 16-13,Sebastian Janikowski,40,N,N
11,2008-10-19,NYJ,OAK,L 13-16,Jay Feely,40,Y,N
12,2008-10-19,SFO,NYG,L 17-29,Joe Nedney,40,Y,N
13,2008-10-20,NWE,DEN,W 41-7,Stephen Gostkowski,40,Y,N
14,2008-10-26,SFO,SEA,L 13-34,Joe Nedney,40,Y,N
15,2008-11-02,PHI,SEA,W 26-7,David Akers,40,Y,N
16,2008-11-09,GNB,MIN,L 27-28,Mason Crosby,40,Y,N
17,2008-11-16,DET,CAR,L 22-31,Jason Hanson,40,Y,N
18,2008-11-16,IND,HOU,W 33-27,Adam Vinatieri,40,Y,N
19,2008-11-17,CLE,BUF,W 29-27,Phil Dawson,40,Y,N
20,2008-11-23,DET,TAM,L 20-38,Jason Hanson,40,Y,N
21,2008-11-23,STL,CHI,L 3-27,Josh Brown,40,N,N
22,2008-11-30,ATL,SDG,W 22-16,Jason Elam,40,Y,N
23,2008-11-30,BUF,SFO,L 3-10,Rian Lindell,40,N,N
24,2008-11-30,PIT,NWE,W 33-10,Jeff Reed,40,N,N
25,2008-12-07,BUF,MIA,L 3-16,Rian Lindell,40,Y,N
26,2008-12-07,HOU,GNB,W 24-21,Kris Brown,40,Y,N
27,2008-12-08,TAM,CAR,L 23-38,Matt Bryant,40,N,N
28,2008-12-21,HOU,OAK,L 16-27,Kris Brown,40,Y,N
29,2008-12-28,PHI,DAL,W 44-6,David Akers,40,N,N
30,2008-12-28,PHI,DAL,W 44-6,David Akers,40,Y,N
1,2008-09-07,SFO,ARI,L 13-23,Joe Nedney,39,Y,N
2,2008-09-07,IND,CHI,L 13-29,Adam Vinatieri,39,Y,N
3,2008-09-14,NYG,STL,W 41-13,John Carney,39,Y,N
4,2008-09-14,JAX,BUF,L 16-20,Josh Scobee,39,Y,N
5,2008-09-14,GNB,DET,W 48-25,Mason Crosby,39,Y,N
6,2008-09-21,DAL,GNB,W 27-16,Nick Folk,39,Y,N
7,2008-09-21,MIA,NWE,W 38-13,Dan Carpenter,39,Y,N
8,2008-10-12,DEN,JAX,L 17-24,Matt Prater,39,Y,N
9,2008-10-19,KAN,TEN,L 10-34,Nick Novak,39,N,N
10,2008-10-19,CAR,NOR,W 30-7,John Kasay,39,Y,N
11,2008-11-02,PHI,SEA,W 26-7,David Akers,39,Y,N
12,2008-11-02,KAN,TAM,L 27-30,Connor Barth,39,Y,N
13,2008-11-16,IND,HOU,W 33-27,Adam Vinatieri,39,Y,N
14,2008-11-16,TAM,MIN,W 19-13,Matt Bryant,39,Y,N
15,2008-11-23,CLE,HOU,L 6-16,Phil Dawson,39,N,N
16,2008-11-23,BUF,KAN,W 54-31,Rian Lindell,39,Y,N
17,2008-11-30,NYG,WAS,W 23-7,John Carney,39,Y,N
18,2008-12-04,SDG,OAK,W 34-7,Nate Kaeding,39,Y,N
19,2008-12-07,CLE,TEN,L 9-28,Phil Dawson,39,Y,N
20,2008-12-07,DET,MIN,L 16-20,Jason Hanson,39,Y,N
21,2008-12-14,CAR,DEN,W 30-10,John Kasay,39,Y,N
22,2008-12-28,ATL,STL,W 31-27,Jason Elam,39,Y,N
23,2008-12-28,SFO,WAS,W 27-24,Joe Nedney,39,Y,N
1,2008-09-07,BUF,SEA,W 34-10,Rian Lindell,38,Y,N
2,2008-09-14,CLE,PIT,L 6-10,Phil Dawson,38,Y,N
3,2008-09-14,DET,GNB,L 25-48,Jason Hanson,38,Y,N
4,2008-09-14,SEA,SFO,L 30-33,Olindo Mare,38,Y,N
5,2008-09-21,CLE,BAL,L 10-28,Phil Dawson,38,Y,N
6,2008-09-21,SEA,STL,W 37-13,Olindo Mare,38,Y,N
7,2008-09-21,BUF,OAK,W 24-23,Rian Lindell,38,Y,N
8,2008-09-21,GNB,DAL,L 16-27,Mason Crosby,38,Y,N
9,2008-09-21,SEA,STL,W 37-13,Olindo Mare,38,Y,N
10,2008-09-28,SFO,NOR,L 17-31,Joe Nedney,38,Y,N
11,2008-10-05,PIT,JAX,W 26-21,Jeff Reed,38,Y,N
12,2008-10-05,BAL,TEN,L 10-13,Matt Stover,38,Y,N
13,2008-10-05,ARI,BUF,W 41-17,Neil Rackers,38,Y,N
14,2008-10-12,NYJ,CIN,W 26-14,Jay Feely,38,Y,N
15,2008-10-12,MIN,DET,W 12-10,Ryan Longwell,38,N,Y
16,2008-10-12,WAS,STL,L 17-19,Shaun Suisham,38,Y,N
17,2008-10-12,PHI,SFO,W 40-26,David Akers,38,Y,N
18,2008-10-19,BUF,SDG,W 23-14,Rian Lindell,38,Y,N
19,2008-10-19,SEA,TAM,L 10-20,Olindo Mare,38,N,N
20,2008-10-26,DAL,TAM,W 13-9,Nick Folk,38,Y,N
21,2008-10-26,BAL,OAK,W 29-10,Matt Stover,38,Y,N
22,2008-10-26,JAX,CLE,L 17-23,Josh Scobee,38,N,Y
23,2008-11-02,GNB,TEN,L 16-19,Mason Crosby,38,Y,N
24,2008-11-06,DEN,CLE,W 34-30,Matt Prater,38,N,N
25,2008-11-09,OAK,CAR,L 6-17,Sebastian Janikowski,38,Y,N
26,2008-11-16,ARI,SEA,W 26-20,Neil Rackers,38,Y,N
27,2008-11-16,MIA,OAK,W 17-15,Dan Carpenter,38,Y,N
28,2008-11-16,BAL,NYG,L 10-30,Matt Stover,38,Y,N
29,2008-11-20,PIT,CIN,W 27-10,Jeff Reed,38,Y,N
30,2008-11-23,DET,TAM,L 20-38,Jason Hanson,38,Y,N
31,2008-11-23,JAX,MIN,L 12-30,Josh Scobee,38,N,N
32,2008-11-23,CHI,STL,W 27-3,Robbie Gould,38,Y,N
33,2008-11-23,IND,SDG,W 23-20,Adam Vinatieri,38,Y,N
34,2008-11-23,BUF,KAN,W 54-31,Rian Lindell,38,Y,N
35,2008-11-27,SEA,DAL,L 9-34,Olindo Mare,38,Y,N
36,2008-11-30,KAN,OAK,W 20-13,Connor Barth,38,Y,N
37,2008-11-30,STL,MIA,L 12-16,Josh Brown,38,Y,N
38,2008-11-30,TAM,NOR,W 23-20,Matt Bryant,38,Y,N
39,2008-11-30,NYG,WAS,W 23-7,John Carney,38,Y,N
40,2008-12-01,HOU,JAX,W 30-17,Kris Brown,38,Y,N
41,2008-12-14,TAM,ATL,L 10-13,Matt Bryant,38,Y,N
42,2008-12-14,SFO,MIA,L 9-14,Joe Nedney,38,Y,N
43,2008-12-14,GNB,JAX,L 16-20,Mason Crosby,38,Y,N
44,2008-12-21,SEA,NYJ,W 13-3,Olindo Mare,38,Y,N
45,2008-12-21,NWE,ARI,W 47-7,Stephen Gostkowski,38,Y,N
46,2008-12-21,STL,SFO,L 16-17,Josh Brown,38,Y,N
47,2008-12-22,CHI,GNB,W 20-17,Robbie Gould,38,Y,N
48,2008-12-22,GNB,CHI,L 17-20,Mason Crosby,38,N,Y
49,2008-12-28,IND,TEN,W 23-0,Adam Vinatieri,38,Y,N
50,2008-12-28,CIN,KAN,W 16-6,Shayne Graham,38,Y,N
1,2008-09-07,NWE,KAN,W 17-10,Stephen Gostkowski,37,Y,N
2,2008-09-07,TAM,NOR,L 20-24,Matt Bryant,37,Y,N
3,2008-09-07,JAX,TEN,L 10-17,Josh Scobee,37,N,N
4,2008-09-08,MIN,GNB,L 19-24,Ryan Longwell,37,Y,N
5,2008-09-14,NWE,NYJ,W 19-10,Stephen Gostkowski,37,Y,N
6,2008-09-14,CIN,TEN,L 7-24,Shayne Graham,37,N,N
7,2008-09-14,CAR,CHI,W 20-17,John Kasay,37,Y,N
8,2008-09-14,NWE,NYJ,W 19-10,Stephen Gostkowski,37,Y,N
9,2008-09-21,PIT,PHI,L 6-15,Jeff Reed,37,Y,N
10,2008-09-21,NWE,MIA,L 13-38,Stephen Gostkowski,37,Y,N
11,2008-09-28,ARI,NYJ,L 35-56,Neil Rackers,37,N,Y
12,2008-09-28,JAX,HOU,W 30-27,Josh Scobee,37,Y,N
13,2008-10-05,CHI,DET,W 34-7,Robbie Gould,37,Y,N
14,2008-10-05,HOU,IND,L 27-31,Kris Brown,37,Y,N
15,2008-10-12,DAL,ARI,L 24-30,Nick Folk,37,N,N
16,2008-10-12,SFO,PHI,L 26-40,Joe Nedney,37,Y,N
17,2008-10-12,BAL,IND,L 3-31,Matt Stover,37,Y,N
18,2008-10-12,TAM,CAR,W 27-3,Matt Bryant,37,Y,N
19,2008-10-12,IND,BAL,W 31-3,Adam Vinatieri,37,Y,N
20,2008-10-19,CLE,WAS,L 11-14,Phil Dawson,37,Y,N
21,2008-10-19,OAK,NYJ,W 16-13,Sebastian Janikowski,37,Y,N
22,2008-11-02,NYJ,BUF,W 26-17,Jay Feely,37,Y,N
23,2008-11-02,NYJ,BUF,W 26-17,Jay Feely,37,N,N
24,2008-11-09,NWE,BUF,W 20-10,Stephen Gostkowski,37,Y,N
25,2008-11-09,SEA,MIA,L 19-21,Olindo Mare,37,Y,N
26,2008-11-09,STL,NYJ,L 3-47,Josh Brown,37,Y,N
27,2008-11-16,OAK,MIA,L 15-17,Sebastian Janikowski,37,Y,N
28,2008-11-16,MIN,TAM,L 13-19,Ryan Longwell,37,Y,N
29,2008-11-20,PIT,CIN,W 27-10,Jeff Reed,37,Y,N
30,2008-11-30,MIA,STL,W 16-12,Dan Carpenter,37,Y,N
31,2008-11-30,TAM,NOR,W 23-20,Matt Bryant,37,Y,N
32,2008-12-20,BAL,DAL,W 33-24,Matt Stover,37,Y,N
33,2008-12-21,BUF,DEN,W 30-23,Rian Lindell,37,Y,N
34,2008-12-28,DAL,PHI,L 6-44,Nick Folk,37,Y,N
35,2008-12-28,CHI,HOU,L 24-31,Robbie Gould,37,Y,N
1,2008-09-14,WAS,NOR,W 29-24,Shaun Suisham,36,Y,N
2,2008-09-21,GNB,DAL,L 16-27,Mason Crosby,36,Y,N
3,2008-09-22,SDG,NYJ,W 48-29,Nate Kaeding,36,Y,N
4,2008-09-28,TAM,GNB,W 30-21,Matt Bryant,36,Y,N
5,2008-09-28,DAL,WAS,L 24-26,Nick Folk,36,Y,N
6,2008-10-12,CHI,ATL,L 20-22,Robbie Gould,36,Y,N
7,2008-10-19,GNB,IND,W 34-14,Mason Crosby,36,N,N
8,2008-10-19,WAS,CLE,W 14-11,Shaun Suisham,36,N,N
9,2008-10-26,PHI,ATL,W 27-14,David Akers,36,Y,N
10,2008-10-26,TAM,DAL,L 9-13,Matt Bryant,36,Y,N
11,2008-10-26,NYJ,KAN,W 28-24,Jay Feely,36,N,N
12,2008-10-26,TAM,DAL,L 9-13,Matt Bryant,36,Y,N
13,2008-11-02,ARI,STL,W 34-13,Neil Rackers,36,Y,N
14,2008-11-02,CHI,DET,W 27-23,Robbie Gould,36,Y,N
15,2008-11-09,IND,PIT,W 24-20,Adam Vinatieri,36,Y,N
16,2008-11-16,ATL,DEN,L 20-24,Jason Elam,36,Y,N
17,2008-11-23,HOU,CLE,W 16-6,Kris Brown,36,Y,N
18,2008-12-07,CHI,JAX,W 23-10,Robbie Gould,36,Y,N
19,2008-12-14,WAS,CIN,L 13-20,Shaun Suisham,36,Y,N
20,2008-12-14,STL,SEA,L 20-23,Josh Brown,36,Y,N
21,2008-12-28,GNB,DET,W 31-21,Mason Crosby,36,Y,N
22,2009-01-11,NYG,PHI,L 11-23,John Carney,36,Y,N
1,2008-09-07,BUF,SEA,W 34-10,Rian Lindell,35,Y,N
2,2008-09-07,ARI,SFO,W 23-13,Neil Rackers,35,N,N
3,2008-09-14,WAS,NOR,W 29-24,Shaun Suisham,35,Y,N
4,2008-09-21,TAM,CHI,W 27-24,Matt Bryant,35,Y,N
5,2008-09-21,OAK,BUF,L 23-24,Sebastian Janikowski,35,Y,N
6,2008-09-28,BUF,STL,W 31-14,Rian Lindell,35,Y,N
7,2008-10-05,NYG,SEA,W 44-6,John Carney,35,Y,N
8,2008-10-05,NWE,SFO,W 30-21,Stephen Gostkowski,35,Y,N
9,2008-10-05,TEN,BAL,W 13-10,Rob Bironas,35,Y,N
10,2008-10-06,NOR,MIN,L 27-30,Martin Gramatica,35,Y,N
11,2008-10-12,SDG,NWE,W 30-10,Nate Kaeding,35,Y,N
12,2008-10-19,STL,DAL,W 34-14,Josh Brown,35,Y,N
13,2008-10-19,NYG,SFO,W 29-17,John Carney,35,N,Y
14,2008-10-26,MIA,BUF,W 25-16,Dan Carpenter,35,Y,N
15,2008-10-26,NYG,PIT,W 21-14,John Carney,35,Y,N
16,2008-11-02,NWE,IND,L 15-18,Stephen Gostkowski,35,Y,N
17,2008-11-03,PIT,WAS,W 23-6,Jeff Reed,35,Y,N
18,2008-11-06,DEN,CLE,W 34-30,Matt Prater,35,Y,N
19,2008-11-16,NOR,KAN,W 30-20,Garrett Hartley,35,Y,N
20,2008-11-16,CHI,GNB,L 3-37,Robbie Gould,35,Y,N
21,2008-11-23,SDG,IND,L 20-23,Nate Kaeding,35,Y,N
22,2008-11-23,SFO,DAL,L 22-35,Joe Nedney,35,Y,N
23,2008-11-30,ATL,SDG,W 22-16,Jason Elam,35,Y,N
24,2008-11-30,DEN,NYJ,W 34-17,Matt Prater,35,Y,N
25,2008-12-07,CHI,JAX,W 23-10,Robbie Gould,35,Y,N
26,2008-12-07,MIN,DET,W 20-16,Ryan Longwell,35,Y,N
27,2008-12-07,MIA,BUF,W 16-3,Dan Carpenter,35,Y,N
28,2008-12-11,CHI,NOR,W 27-24,Robbie Gould,35,Y,N
29,2008-12-20,DAL,BAL,L 24-33,Nick Folk,35,Y,N
30,2008-12-20,BAL,DAL,W 33-24,Matt Stover,35,Y,N
31,2008-12-21,NYG,CAR,W 34-28,John Carney,35,Y,N
32,2008-12-21,NWE,ARI,W 47-7,Stephen Gostkowski,35,Y,N
33,2009-01-11,PHI,NYG,W 23-11,David Akers,35,Y,N
1,2008-09-07,NOR,TAM,W 24-20,Martin Gramatica,34,Y,N
2,2008-09-07,HOU,PIT,L 17-38,Kris Brown,34,Y,N
3,2008-09-07,IND,CHI,L 13-29,Adam Vinatieri,34,Y,N
4,2008-09-07,CLE,DAL,L 10-28,Phil Dawson,34,Y,N
5,2008-09-14,SDG,DEN,L 38-39,Nate Kaeding,34,Y,N
6,2008-09-14,TEN,CIN,W 24-7,Rob Bironas,34,Y,N
7,2008-09-15,PHI,DAL,L 37-41,David Akers,34,Y,N
8,2008-09-21,DEN,NOR,W 34-32,Matt Prater,34,Y,N
9,2008-10-05,SDG,MIA,L 10-17,Nate Kaeding,34,Y,N
10,2008-10-27,TEN,IND,W 31-21,Rob Bironas,34,Y,N
11,2008-11-02,TAM,KAN,W 30-27,Matt Bryant,34,Y,N
12,2008-11-09,SDG,KAN,W 20-19,Nate Kaeding,34,Y,N
13,2008-11-09,JAX,DET,W 38-14,Josh Scobee,34,Y,N
14,2008-11-13,NYJ,NWE,W 34-31,Jay Feely,34,Y,N
15,2008-11-16,HOU,IND,L 27-33,Kris Brown,34,Y,N
16,2008-11-23,ARI,NYG,L 29-37,Neil Rackers,34,Y,N
17,2008-11-23,BUF,KAN,W 54-31,Rian Lindell,34,Y,N
18,2008-11-30,CLE,IND,L 6-10,Phil Dawson,34,Y,N
19,2008-11-30,CLE,IND,L 6-10,Phil Dawson,34,N,N
20,2008-12-07,PHI,NYG,W 20-14,David Akers,34,N,Y
21,2008-12-07,PHI,NYG,W 20-14,David Akers,34,Y,N
22,2008-12-14,ATL,TAM,W 13-10,Jason Elam,34,Y,N
23,2008-12-14,KAN,SDG,L 21-22,Connor Barth,34,N,N
24,2008-12-14,BUF,NYJ,L 27-31,Rian Lindell,34,Y,N
25,2008-12-14,MIN,ARI,W 35-14,Ryan Longwell,34,N,Y
26,2008-12-14,NYG,DAL,L 8-20,John Carney,34,Y,N
27,2008-12-14,TEN,HOU,L 12-13,Rob Bironas,34,Y,N
28,2008-12-15,PHI,CLE,W 30-10,David Akers,34,Y,N
29,2008-12-15,PHI,CLE,W 30-10,David Akers,34,Y,N
30,2008-12-21,MIA,KAN,W 38-31,Dan Carpenter,34,Y,N
31,2008-12-28,CAR,NOR,W 33-31,John Kasay,34,Y,N
32,2009-01-11,NYG,PHI,L 11-23,John Carney,34,Y,N
33,2009-01-18,PIT,BAL,W 23-14,Jeff Reed,34,Y,N
1,2008-09-07,CAR,SDG,W 26-24,John Kasay,33,Y,N
2,2008-09-07,TAM,NOR,L 20-24,Matt Bryant,33,Y,N
3,2008-09-08,GNB,MIN,W 24-19,Mason Crosby,33,N,Y
4,2008-09-14,TAM,ATL,W 24-9,Matt Bryant,33,Y,N
5,2008-09-14,NYG,STL,W 41-13,John Carney,33,Y,N
6,2008-09-21,GNB,DAL,L 16-27,Mason Crosby,33,Y,N
7,2008-09-28,ATL,CAR,L 9-24,Jason Elam,33,Y,N
8,2008-09-28,KAN,DEN,W 33-19,Nick Novak,33,Y,N
9,2008-09-28,WAS,DAL,W 26-24,Shaun Suisham,33,Y,N
10,2008-09-28,DEN,KAN,L 19-33,Matt Prater,33,Y,N
11,2008-09-28,WAS,DAL,W 26-24,Shaun Suisham,33,Y,N
12,2008-09-29,BAL,PIT,L 20-23,Matt Stover,33,Y,N
13,2008-10-05,NYG,SEA,W 44-6,John Carney,33,Y,N
14,2008-10-05,TAM,DEN,L 13-16,Matt Bryant,33,Y,N
15,2008-10-06,MIN,NOR,W 30-27,Ryan Longwell,33,Y,N
16,2008-10-12,NOR,OAK,W 34-3,Taylor Mehlhaff,33,Y,N
17,2008-10-12,HOU,MIA,W 29-28,Kris Brown,33,Y,N
18,2008-10-12,ATL,CHI,W 22-20,Jason Elam,33,N,N
19,2008-10-26,SDG,NOR,L 32-37,Nate Kaeding,33,Y,N
20,2008-11-06,CLE,DEN,L 30-34,Phil Dawson,33,Y,N
21,2008-11-09,DET,JAX,L 14-38,Jason Hanson,33,N,Y
22,2008-11-10,ARI,SFO,W 29-24,Neil Rackers,33,Y,N
23,2008-11-16,GNB,CHI,W 37-3,Mason Crosby,33,Y,N
24,2008-11-17,CLE,BUF,W 29-27,Phil Dawson,33,Y,N
25,2008-11-23,NYG,ARI,W 37-29,John Carney,33,Y,N
26,2008-11-23,NYG,ARI,W 37-29,John Carney,33,Y,N
27,2008-11-30,STL,MIA,L 12-16,Josh Brown,33,Y,N
28,2008-12-07,DAL,PIT,L 13-20,Nick Folk,33,Y,N
29,2008-12-07,DEN,KAN,W 24-17,Matt Prater,33,Y,N
30,2008-12-08,CAR,TAM,W 38-23,John Kasay,33,Y,N
31,2008-12-21,OAK,HOU,W 27-16,Sebastian Janikowski,33,Y,N
32,2008-12-21,WAS,PHI,W 10-3,Shaun Suisham,33,Y,N
33,2008-12-21,PIT,TEN,L 14-31,Jeff Reed,33,N,N
34,2008-12-28,SFO,WAS,W 27-24,Joe Nedney,33,Y,N
35,2008-12-28,NWE,BUF,W 13-0,Stephen Gostkowski,33,Y,N
36,2009-01-10,ARI,CAR,W 33-13,Neil Rackers,33,Y,N
37,2009-01-18,PHI,ARI,L 25-32,David Akers,33,Y,N
1,2008-09-07,NYJ,MIA,W 20-14,Mike Nugent,32,N,N
2,2008-09-14,ATL,TAM,L 9-24,Jason Elam,32,Y,N
3,2008-09-14,SEA,SFO,L 30-33,Olindo Mare,32,Y,N
4,2008-09-14,MIA,ARI,L 10-31,Dan Carpenter,32,Y,N
5,2008-09-21,MIN,CAR,W 20-10,Ryan Longwell,32,Y,N
6,2008-09-21,OAK,BUF,L 23-24,Sebastian Janikowski,32,Y,N
7,2008-09-21,KAN,ATL,L 14-38,Nick Novak,32,N,N
8,2008-09-22,NYJ,SDG,L 29-48,Jay Feely,32,Y,N
9,2008-09-28,TEN,MIN,W 30-17,Rob Bironas,32,Y,N
10,2008-09-28,OAK,SDG,L 18-28,Sebastian Janikowski,32,Y,N
11,2008-10-05,CAR,KAN,W 34-0,John Kasay,32,Y,N
12,2008-10-12,CHI,ATL,L 20-22,Robbie Gould,32,Y,N
13,2008-10-12,ATL,CHI,W 22-20,Jason Elam,32,Y,N
14,2008-10-12,SFO,PHI,L 26-40,Joe Nedney,32,Y,N
