Rk,Date,Tm,Opp,Result,Player,Dist,Good.,Blk.
30,2010-01-10,BAL,NWE,W 33-14,Billy Cundiff,23,Y,N
31,2010-01-17,MIN,DAL,W 34-3,Ryan Longwell,23,Y,N
1,2009-09-13,CAR,PHI,L 10-38,John Kasay,22,Y,N
2,2009-09-13,DAL,TAM,W 34-21,Nick Folk,22,Y,N
3,2009-09-20,CLE,DEN,L 6-27,Phil Dawson,22,Y,N
4,2009-09-20,SDG,BAL,L 26-31,Nate Kaeding,22,Y,N
5,2009-09-27,NWE,ATL,W 26-10,Stephen Gostkowski,22,Y,N
6,2009-10-04,TAM,WAS,L 13-16,Mike Nugent,22,Y,N
7,2009-10-04,JAX,TEN,W 37-17,Josh Scobee,22,Y,N
8,2009-10-04,CHI,DET,W 48-24,Robbie Gould,22,Y,N
9,2009-10-11,DAL,KAN,W 26-20,Nick Folk,22,Y,N
10,2009-10-18,MIN,BAL,W 33-31,Ryan Longwell,22,Y,N
11,2009-10-25,BUF,CAR,W 20-9,Rian Lindell,22,Y,N
12,2009-10-25,CLE,GNB,L 3-31,Billy Cundiff,22,Y,N
13,2009-10-25,CHI,CIN,L 10-45,Robbie Gould,22,Y,N
14,2009-11-01,HOU,BUF,W 31-10,Kris Brown,22,Y,N
15,2009-11-08,NYG,SDG,L 20-21,Lawrence Tynes,22,Y,N
16,2009-11-08,DAL,PHI,W 20-16,Nick Folk,22,Y,N
17,2009-11-08,IND,HOU,W 20-17,Matt Stover,22,Y,N
18,2009-11-15,MIN,DET,W 27-10,Ryan Longwell,22,Y,N
19,2009-11-22,BUF,JAX,L 15-18,Rian Lindell,22,Y,N
20,2009-11-22,KAN,PIT,W 27-24,Ryan Succop,22,Y,N
21,2009-11-26,DET,GNB,L 12-34,Jason Hanson,22,Y,N
22,2009-12-06,KAN,DEN,L 13-44,Ryan Succop,22,Y,N
23,2009-12-06,SDG,CLE,W 30-23,Nate Kaeding,22,Y,N
24,2009-12-13,DET,BAL,L 3-48,Jason Hanson,22,Y,N
25,2009-12-13,CIN,MIN,L 10-30,Shayne Graham,22,Y,N
26,2009-12-20,PHI,SFO,W 27-13,David Akers,22,Y,N
27,2009-12-27,IND,NYJ,L 15-29,Adam Vinatieri,22,Y,N
28,2009-12-27,HOU,MIA,W 27-20,Kris Brown,22,Y,N
29,2009-12-28,CHI,MIN,W 36-30,Robbie Gould,22,Y,N
30,2010-01-03,PIT,MIA,W 30-24,Jeff Reed,22,Y,N
31,2010-01-03,WAS,SDG,L 20-23,Graham Gano,22,Y,N
1,2009-09-13,MIN,CLE,W 34-20,Ryan Longwell,21,Y,N
2,2009-09-13,CHI,GNB,L 15-21,Robbie Gould,21,Y,N
3,2009-09-20,WAS,STL,W 9-7,Shaun Suisham,21,Y,N
4,2009-09-27,DEN,OAK,W 23-3,Matt Prater,21,Y,N
5,2009-09-27,NYG,TAM,W 24-0,Lawrence Tynes,21,N,N
6,2009-09-27,NWE,ATL,W 26-10,Stephen Gostkowski,21,Y,N
7,2009-11-01,BUF,HOU,L 10-31,Rian Lindell,21,Y,N
8,2009-11-08,KAN,JAX,L 21-24,Ryan Succop,21,Y,N
9,2009-11-08,TEN,SFO,W 34-27,Rob Bironas,21,Y,N
10,2009-11-12,SFO,CHI,W 10-6,Joe Nedney,21,Y,N
11,2009-11-15,JAX,NYJ,W 24-22,Josh Scobee,21,Y,N
12,2009-11-29,JAX,SFO,L 3-20,Josh Scobee,21,N,N
13,2009-12-06,TAM,CAR,L 6-16,Connor Barth,21,Y,N
14,2009-12-06,WAS,NOR,L 30-33,Shaun Suisham,21,Y,N
15,2009-12-13,KAN,BUF,L 10-16,Ryan Succop,21,Y,N
16,2009-12-20,DEN,OAK,L 19-20,Matt Prater,21,Y,N
17,2010-01-03,CLE,JAX,W 23-17,Phil Dawson,21,Y,N
18,2010-01-03,PIT,MIA,W 30-24,Jeff Reed,21,Y,N
19,2010-01-24,IND,NYJ,W 30-17,Matt Stover,21,Y,N
1,2009-09-13,CLE,MIN,L 20-34,Phil Dawson,20,Y,N
2,2009-09-14,NWE,BUF,W 25-24,Stephen Gostkowski,20,Y,N
3,2009-09-20,BUF,TAM,W 33-20,Rian Lindell,20,Y,N
4,2009-10-19,SDG,DEN,L 23-34,Nate Kaeding,20,Y,N
5,2009-10-25,NYG,ARI,L 17-24,Lawrence Tynes,20,Y,N
6,2009-10-25,SDG,KAN,W 37-7,Nate Kaeding,20,Y,N
7,2009-10-25,NOR,MIA,W 46-34,John Carney,20,Y,N
8,2009-11-08,SEA,DET,W 32-20,Olindo Mare,20,Y,N
9,2009-11-15,SEA,ARI,L 20-31,Olindo Mare,20,Y,N
10,2009-11-22,STL,ARI,L 13-21,Josh Brown,20,Y,N
11,2009-11-22,BAL,IND,L 15-17,Billy Cundiff,20,Y,N
12,2009-11-26,GNB,DET,W 34-12,Mason Crosby,20,Y,N
13,2009-11-29,MIN,CHI,W 36-10,Ryan Longwell,20,Y,N
14,2009-12-06,STL,CHI,L 9-17,Josh Brown,20,Y,N
15,2009-12-06,TEN,IND,L 17-27,Rob Bironas,20,Y,N
16,2009-12-13,PHI,NYG,W 45-38,David Akers,20,Y,N
17,2010-01-03,KAN,DEN,W 44-24,Ryan Succop,20,Y,N
18,2010-01-03,SEA,TEN,L 13-17,Olindo Mare,20,Y,N
19,2010-01-03,NYJ,CIN,W 37-0,Jay Feely,20,Y,N
20,2010-01-09,NYJ,CIN,W 24-14,Jay Feely,20,Y,N
21,2010-01-10,GNB,ARI,L 45-51,Mason Crosby,20,Y,N
1,2008-09-28,OAK,SDG,L 18-28,Sebastian Janikowski,76,N,N
1,2008-12-28,GNB,DET,W 31-21,Mason Crosby,69,N,N
1,2008-11-23,ARI,NYG,L 29-37,Neil Rackers,68,N,N
1,2008-10-12,OAK,NOR,L 3-34,Sebastian Janikowski,59,N,N
1,2008-11-09,OAK,CAR,L 6-17,Sebastian Janikowski,58,N,N
1,2008-10-12,OAK,NOR,L 3-34,Sebastian Janikowski,57,N,N
2,2008-10-19,OAK,NYJ,W 16-13,Sebastian Janikowski,57,Y,N
3,2008-12-21,SDG,TAM,W 41-24,Nate Kaeding,57,Y,N
1,2008-09-14,OAK,KAN,W 23-8,Sebastian Janikowski,56,Y,N
2,2008-09-28,DEN,KAN,L 19-33,Matt Prater,56,Y,N
3,2008-11-16,DET,CAR,L 22-31,Jason Hanson,56,Y,N
4,2008-11-17,CLE,BUF,W 29-27,Phil Dawson,56,Y,N
5,2008-11-23,HOU,CLE,W 16-6,Kris Brown,56,N,N
1,2008-10-05,DEN,TAM,W 16-13,Matt Prater,55,Y,N
2,2008-11-09,NYJ,STL,W 47-3,Jay Feely,55,Y,N
1,2008-09-14,STL,NYG,L 13-41,Josh Brown,54,Y,N
2,2008-09-14,STL,NYG,L 13-41,Josh Brown,54,Y,N
3,2008-10-12,PHI,SFO,W 40-26,David Akers,54,N,Y
4,2008-10-19,STL,DAL,W 34-14,Josh Brown,54,N,N
5,2008-10-19,CLE,WAS,L 11-14,Phil Dawson,54,N,N
6,2008-10-19,DET,HOU,L 21-28,Jason Hanson,54,Y,N
7,2008-10-19,DET,HOU,L 21-28,Jason Hanson,54,Y,N
8,2008-11-02,CLE,BAL,L 27-37,Phil Dawson,54,Y,N
9,2008-11-09,BAL,HOU,W 41-13,Stephen Hauschka,54,Y,N
10,2008-11-09,CAR,OAK,W 17-6,John Kasay,54,N,N
11,2008-11-09,MIN,GNB,W 28-27,Ryan Longwell,54,Y,N
12,2008-11-16,ARI,SEA,W 26-20,Neil Rackers,54,Y,N
13,2008-11-23,MIN,JAX,W 30-12,Ryan Longwell,54,Y,N
14,2008-12-21,DEN,BUF,L 23-30,Matt Prater,54,N,N
15,2008-12-21,WAS,PHI,W 10-3,Shaun Suisham,54,N,N
1,2008-09-14,DET,GNB,L 25-48,Jason Hanson,53,Y,N
2,2008-09-14,MIN,IND,L 15-18,Ryan Longwell,53,Y,N
3,2008-09-21,PIT,PHI,L 6-15,Jeff Reed,53,Y,N
4,2008-10-05,GNB,ATL,L 24-27,Mason Crosby,53,N,N
5,2008-10-06,NOR,MIN,L 27-30,Martin Gramatica,53,Y,N
6,2008-10-06,MIN,NOR,W 30-27,Ryan Longwell,53,Y,N
7,2008-10-12,SFO,PHI,L 26-40,Joe Nedney,53,Y,N
8,2008-10-26,JAX,CLE,L 17-23,Josh Scobee,53,Y,N
9,2008-11-02,BUF,NYJ,L 17-26,Rian Lindell,53,Y,N
10,2008-11-16,GNB,CHI,W 37-3,Mason Crosby,53,Y,N
11,2008-11-23,BAL,PHI,W 36-7,Stephen Hauschka,53,N,N
12,2008-11-23,SEA,WAS,L 17-20,Olindo Mare,53,N,N
13,2008-11-23,SFO,DAL,L 22-35,Joe Nedney,53,N,N
14,2008-11-27,DET,TEN,L 10-47,Jason Hanson,53,Y,N
15,2008-12-14,TAM,ATL,L 10-13,Matt Bryant,53,N,N
16,2008-12-21,HOU,OAK,L 16-27,Kris Brown,53,Y,N
17,2008-12-28,CLE,PIT,L 0-31,Phil Dawson,53,N,N
18,2009-01-10,ARI,CAR,W 33-13,Neil Rackers,53,N,N
1,2008-09-07,BUF,SEA,W 34-10,Rian Lindell,52,N,Y
2,2008-09-14,DEN,SDG,W 39-38,Matt Prater,52,Y,N
3,2008-09-21,WAS,ARI,W 24-17,Shaun Suisham,52,N,N
4,2008-10-12,DAL,ARI,L 24-30,Nick Folk,52,Y,N
5,2008-10-19,STL,DAL,W 34-14,Josh Brown,52,Y,N
6,2008-10-19,BUF,SDG,W 23-14,Rian Lindell,52,N,N
7,2008-10-19,NYJ,OAK,L 13-16,Jay Feely,52,Y,N
8,2008-11-02,JAX,CIN,L 19-21,Josh Scobee,52,Y,N
9,2008-11-02,DET,CHI,L 23-27,Jason Hanson,52,Y,N
10,2008-11-02,IND,NWE,W 18-15,Adam Vinatieri,52,Y,N
11,2008-11-06,CLE,DEN,L 30-34,Phil Dawson,52,Y,N
12,2008-11-09,GNB,MIN,L 27-28,Mason Crosby,52,N,N
1,2008-09-14,SEA,SFO,L 30-33,Olindo Mare,51,Y,N
2,2008-09-15,DAL,PHI,W 41-37,Nick Folk,51,Y,N
3,2008-09-21,JAX,IND,W 23-21,Josh Scobee,51,Y,N
4,2008-09-21,DET,SFO,L 13-31,Jason Hanson,51,Y,N
5,2008-09-21,NOR,DEN,L 32-34,Martin Gramatica,51,N,N
6,2008-09-28,DEN,KAN,L 19-33,Matt Prater,51,Y,N
7,2008-09-28,STL,BUF,L 14-31,Josh Brown,51,N,N
8,2008-10-12,GNB,SEA,W 27-17,Mason Crosby,51,Y,N
9,2008-10-12,TAM,CAR,W 27-3,Matt Bryant,51,N,N
10,2008-10-12,STL,WAS,W 19-17,Josh Brown,51,Y,N
11,2008-10-13,CLE,NYG,W 35-14,Phil Dawson,51,N,N
12,2008-10-26,TAM,DAL,L 9-13,Matt Bryant,51,N,N
13,2008-11-02,ATL,OAK,W 24-0,Jason Elam,51,N,N
14,2008-11-16,PIT,SDG,W 11-10,Jeff Reed,51,N,N
15,2008-11-23,IND,SDG,W 23-20,Adam Vinatieri,51,Y,N
16,2008-11-30,STL,MIA,L 12-16,Josh Brown,51,Y,N
17,2008-11-30,OAK,KAN,L 13-20,Sebastian Janikowski,51,Y,N
18,2008-12-07,PHI,NYG,W 20-14,David Akers,51,Y,N
19,2008-12-07,STL,ARI,L 10-34,Josh Brown,51,Y,N
20,2008-12-14,TEN,HOU,L 12-13,Rob Bironas,51,Y,N
21,2008-12-14,JAX,GNB,W 20-16,Josh Scobee,51,N,N
22,2008-12-14,DET,IND,L 21-31,Jason Hanson,51,Y,N
23,2008-12-28,NYG,MIN,L 19-20,John Carney,51,Y,N
24,2009-01-03,ARI,ATL,W 30-24,Neil Rackers,51,N,N
25,2009-01-04,PHI,MIN,W 26-14,David Akers,51,Y,N
26,2009-01-10,TEN,BAL,L 10-13,Rob Bironas,51,N,N
1,2008-09-07,ATL,DET,W 34-21,Jason Elam,50,Y,N
2,2008-09-14,JAX,BUF,L 16-20,Josh Scobee,50,Y,N
3,2008-09-28,PHI,CHI,L 20-24,David Akers,50,N,N
4,2008-10-05,GNB,ATL,L 24-27,Mason Crosby,50,Y,N
5,2008-10-05,WAS,PHI,W 23-17,Shaun Suisham,50,Y,N
6,2008-10-05,PHI,WAS,L 17-23,David Akers,50,N,N
7,2008-10-12,SEA,GNB,L 17-27,Olindo Mare,50,Y,N
8,2008-10-19,KAN,TEN,L 10-34,Nick Novak,50,N,N
9,2008-10-26,WAS,DET,W 25-17,Shaun Suisham,50,N,N
10,2008-10-26,CAR,ARI,W 27-23,John Kasay,50,Y,N
11,2008-11-02,DEN,MIA,L 17-26,Matt Prater,50,Y,N
12,2008-11-09,BAL,HOU,W 41-13,Matt Stover,50,N,N
13,2008-11-30,SFO,BUF,W 10-3,Joe Nedney,50,Y,N
14,2008-12-01,HOU,JAX,W 30-17,Kris Brown,50,Y,N
15,2008-12-07,MIN,DET,W 20-16,Ryan Longwell,50,Y,N
16,2008-12-07,NWE,SEA,W 24-21,Stephen Gostkowski,50,Y,N
17,2008-12-07,MIA,BUF,W 16-3,Dan Carpenter,50,Y,N
18,2008-12-14,KAN,SDG,L 21-22,Connor Barth,50,N,N
19,2008-12-14,SEA,STL,W 23-20,Olindo Mare,50,Y,N
20,2008-12-21,CAR,NYG,L 28-34,John Kasay,50,N,N
21,2008-12-28,PHI,DAL,W 44-6,David Akers,50,Y,N
22,2008-12-28,MIN,NYG,W 20-19,Ryan Longwell,50,Y,N
1,2008-09-07,CAR,SDG,W 26-24,John Kasay,49,Y,N
2,2008-09-14,DET,GNB,L 25-48,Jason Hanson,49,Y,N
3,2008-09-14,WAS,NOR,W 29-24,Shaun Suisham,49,N,N
4,2008-09-14,NOR,WAS,L 24-29,Martin Gramatica,49,Y,N
5,2008-09-21,CHI,TAM,L 24-27,Robbie Gould,49,N,N
6,2008-09-22,SDG,NYJ,W 48-29,Nate Kaeding,49,Y,N
7,2008-09-28,TEN,MIN,W 30-17,Rob Bironas,49,Y,N
8,2008-09-28,SFO,NOR,L 17-31,Joe Nedney,49,Y,N
9,2008-09-29,PIT,BAL,W 23-20,Jeff Reed,49,Y,N
10,2008-10-05,NWE,SFO,W 30-21,Stephen Gostkowski,49,Y,N
11,2008-10-05,IND,HOU,W 31-27,Adam Vinatieri,49,N,N
12,2008-10-12,TAM,CAR,W 27-3,Matt Bryant,49,Y,N
13,2008-10-12,STL,WAS,W 19-17,Josh Brown,49,Y,N
14,2008-10-19,TEN,KAN,W 34-10,Rob Bironas,49,Y,N
15,2008-11-02,DEN,MIA,L 17-26,Matt Prater,49,N,N
16,2008-11-09,NWE,BUF,W 20-10,Stephen Gostkowski,49,N,N
17,2008-11-09,TEN,CHI,W 21-14,Rob Bironas,49,N,N
18,2008-11-09,NYJ,STL,W 47-3,Jay Feely,49,Y,N
19,2008-11-16,DEN,ATL,W 24-20,Matt Prater,49,N,N
20,2008-11-23,TEN,NYJ,L 13-34,Rob Bironas,49,Y,N
21,2008-11-23,HOU,CLE,W 16-6,Kris Brown,49,N,Y
22,2008-11-27,TEN,DET,W 47-10,Rob Bironas,49,Y,N
23,2008-12-14,MIA,SFO,W 14-9,Dan Carpenter,49,N,N
24,2008-12-21,BUF,DEN,W 30-23,Rian Lindell,49,Y,N
25,2008-12-21,TAM,SDG,L 24-41,Matt Bryant,49,Y,N
26,2009-01-10,ARI,CAR,W 33-13,Neil Rackers,49,Y,N
27,2009-01-18,ARI,PHI,W 32-25,Neil Rackers,49,Y,N
1,2008-09-14,MIN,IND,L 15-18,Ryan Longwell,48,N,N
2,2008-09-14,PIT,CLE,W 10-6,Jeff Reed,48,Y,N
3,2008-09-21,BAL,CLE,W 28-10,Matt Stover,48,N,N
4,2008-09-21,WAS,ARI,W 24-17,Shaun Suisham,48,Y,N
5,2008-09-28,MIN,TEN,L 17-30,Ryan Longwell,48,N,N
6,2008-09-28,KAN,DEN,W 33-19,Nick Novak,48,N,N
7,2008-10-05,BUF,ARI,L 17-41,Rian Lindell,48,Y,N
8,2008-10-05,WAS,PHI,W 23-17,Shaun Suisham,48,Y,N
9,2008-10-12,ATL,CHI,W 22-20,Jason Elam,48,Y,N
10,2008-10-12,JAX,DEN,W 24-17,Josh Scobee,48,Y,N
11,2008-10-12,NWE,SDG,L 10-30,Stephen Gostkowski,48,N,N
12,2008-10-12,ATL,CHI,W 22-20,Jason Elam,48,Y,N
13,2008-10-19,CAR,NOR,W 30-7,John Kasay,48,Y,N
14,2008-10-19,NYG,SFO,W 29-17,John Carney,48,Y,N
15,2008-10-19,CHI,MIN,W 48-41,Robbie Gould,48,Y,N
16,2008-10-27,TEN,IND,W 31-21,Rob Bironas,48,Y,N
17,2008-11-02,ATL,OAK,W 24-0,Jason Elam,48,Y,N
18,2008-11-09,CHI,TEN,L 14-21,Robbie Gould,48,N,Y
19,2008-11-09,HOU,BAL,L 13-41,Kris Brown,48,Y,N
20,2008-11-16,STL,SFO,L 16-35,Josh Brown,48,N,N
21,2008-11-16,ARI,SEA,W 26-20,Neil Rackers,48,Y,N
22,2008-11-16,STL,SFO,L 16-35,Josh Brown,48,Y,N
23,2008-11-23,DAL,SFO,W 35-22,Nick Folk,48,Y,N
24,2008-11-23,TAM,DET,W 38-20,Matt Bryant,48,Y,N
25,2008-12-07,MIA,BUF,W 16-3,Dan Carpenter,48,N,N
26,2008-12-07,WAS,BAL,L 10-24,Shaun Suisham,48,N,N
27,2008-12-07,DEN,KAN,W 24-17,Matt Prater,48,N,N
28,2008-12-14,BUF,NYJ,L 27-31,Rian Lindell,48,Y,N
29,2008-12-14,STL,SEA,L 20-23,Josh Brown,48,Y,N
30,2008-12-21,CIN,CLE,W 14-0,Shayne Graham,48,N,N
31,2008-12-21,SFO,STL,W 17-16,Joe Nedney,48,Y,N
32,2008-12-28,MIA,NYJ,W 24-17,Dan Carpenter,48,Y,N
33,2008-12-28,TEN,IND,L 0-23,Rob Bironas,48,N,N
34,2008-12-28,SFO,WAS,W 27-24,Joe Nedney,48,N,N
35,2008-12-28,NYG,MIN,L 19-20,John Carney,48,N,N
36,2008-12-28,BAL,JAX,W 27-7,Matt Stover,48,N,N
37,2008-12-28,MIN,NYG,W 20-19,Ryan Longwell,48,Y,N
1,2008-09-04,NYG,WAS,W 16-7,John Carney,47,Y,N
2,2008-09-07,TEN,JAX,W 17-10,Rob Bironas,47,Y,N
3,2008-09-07,BAL,CIN,W 17-10,Matt Stover,47,N,N
4,2008-09-14,IND,MIN,W 18-15,Adam Vinatieri,47,Y,N
5,2008-09-15,DAL,PHI,W 41-37,Nick Folk,47,Y,N
6,2008-09-28,PHI,CHI,L 20-24,David Akers,47,N,N
7,2008-09-28,SDG,OAK,W 28-18,Nate Kaeding,47,Y,N
8,2008-09-28,HOU,JAX,L 27-30,Kris Brown,47,Y,N
9,2008-09-28,SFO,NOR,L 17-31,Joe Nedney,47,Y,N
10,2008-09-28,SDG,OAK,W 28-18,Nate Kaeding,47,N,N
11,2008-10-05,MIA,SDG,W 17-10,Dan Carpenter,47,Y,N
12,2008-10-05,ARI,BUF,W 41-17,Neil Rackers,47,Y,N
13,2008-10-12,NWE,SDG,L 10-30,Stephen Gostkowski,47,Y,N
14,2008-10-19,BAL,MIA,W 27-13,Matt Stover,47,Y,N
15,2008-10-19,TAM,SEA,W 20-10,Matt Bryant,47,N,N
16,2008-10-26,BUF,MIA,L 16-25,Rian Lindell,47,Y,N
17,2008-10-26,WAS,DET,W 25-17,Shaun Suisham,47,Y,N
18,2008-11-02,TEN,GNB,W 19-16,Rob Bironas,47,N,N
19,2008-11-02,MIA,DEN,W 26-17,Dan Carpenter,47,Y,N
20,2008-11-09,MIN,GNB,W 28-27,Ryan Longwell,47,N,N
21,2008-11-09,GNB,MIN,L 27-28,Mason Crosby,47,Y,N
22,2008-11-13,NWE,NYJ,L 31-34,Stephen Gostkowski,47,Y,N
23,2008-11-16,CIN,PHI,T 13-13,Shayne Graham,47,N,N
24,2008-11-17,BUF,CLE,L 27-29,Rian Lindell,47,N,N
25,2008-11-23,DAL,SFO,W 35-22,Nick Folk,47,Y,N
26,2008-11-23,SDG,IND,L 20-23,Nate Kaeding,47,Y,N
27,2008-11-23,DEN,OAK,L 10-31,Matt Prater,47,N,N
28,2008-11-30,MIA,STL,W 16-12,Dan Carpenter,47,Y,N
29,2008-11-30,NOR,TAM,L 20-23,Garrett Hartley,47,Y,N
30,2008-12-07,NYG,PHI,L 14-20,John Carney,47,N,Y
31,2008-12-07,CLE,TEN,L 9-28,Phil Dawson,47,Y,N
32,2008-12-14,DEN,CAR,L 10-30,Matt Prater,47,N,N
33,2008-12-14,NYG,DAL,L 8-20,John Carney,47,Y,N
34,2008-12-28,BUF,NWE,L 0-13,Rian Lindell,47,N,N
35,2009-01-11,NYG,PHI,L 11-23,John Carney,47,N,N
36,2009-01-18,PHI,ARI,L 25-32,David Akers,47,N,N
1,2008-09-07,STL,PHI,L 3-38,Josh Brown,46,Y,N
2,2008-09-14,MIN,IND,L 15-18,Ryan Longwell,46,Y,N
3,2008-09-21,NYG,CIN,W 26-23,John Carney,46,Y,N
4,2008-09-21,BUF,OAK,W 24-23,Rian Lindell,46,N,N
5,2008-09-28,JAX,HOU,W 30-27,Josh Scobee,46,Y,N
6,2008-09-29,PIT,BAL,W 23-20,Jeff Reed,46,Y,N
7,2008-10-05,IND,HOU,W 31-27,Adam Vinatieri,46,Y,N
8,2008-10-06,NOR,MIN,L 27-30,Martin Gramatica,46,N,Y
9,2008-10-06,NOR,MIN,L 27-30,Martin Gramatica,46,N,N
10,2008-10-19,TEN,KAN,W 34-10,Rob Bironas,46,Y,N
11,2008-10-19,DAL,STL,L 14-34,Nick Folk,46,N,N
12,2008-10-26,MIA,BUF,W 25-16,Dan Carpenter,46,N,Y
13,2008-11-09,NYJ,STL,W 47-3,Jay Feely,46,Y,N
14,2008-11-16,ATL,DEN,L 20-24,Jason Elam,46,Y,N
15,2008-11-16,TAM,MIN,W 19-13,Matt Bryant,46,N,N
16,2008-11-16,WAS,DAL,L 10-14,Shaun Suisham,46,N,N
17,2008-11-16,OAK,MIA,L 15-17,Sebastian Janikowski,46,N,N
18,2008-11-23,JAX,MIN,L 12-30,Josh Scobee,46,N,N
19,2008-11-30,IND,CLE,W 10-6,Adam Vinatieri,46,N,N
20,2008-12-07,NOR,ATL,W 29-25,Garrett Hartley,46,Y,N
21,2008-12-22,GNB,CHI,L 17-20,Mason Crosby,46,N,N
22,2009-01-11,NYG,PHI,L 11-23,John Carney,46,N,N
23,2009-01-18,PIT,BAL,W 23-14,Jeff Reed,46,Y,N
1,2008-09-07,SEA,BUF,L 10-34,Olindo Mare,45,Y,N
2,2008-09-14,BUF,JAX,W 20-16,Rian Lindell,45,Y,N
3,2008-09-14,MIN,IND,L 15-18,Ryan Longwell,45,Y,N
4,2008-09-14,ARI,MIA,W 31-10,Neil Rackers,45,Y,N
5,2008-09-14,CAR,CHI,W 20-17,John Kasay,45,Y,N
6,2008-09-28,BUF,STL,W 31-14,Rian Lindell,45,Y,N
7,2008-09-28,BUF,STL,W 31-14,Rian Lindell,45,Y,N
8,2008-09-28,CIN,CLE,L 12-20,Shayne Graham,45,Y,N
9,2008-10-05,CHI,DET,W 34-7,Robbie Gould,45,Y,N
10,2008-10-05,BAL,TEN,L 10-13,Matt Stover,45,N,N
11,2008-10-19,IND,GNB,L 14-34,Adam Vinatieri,45,N,Y
12,2008-10-26,WAS,DET,W 25-17,Shaun Suisham,45,Y,N
13,2008-10-26,MIA,BUF,W 25-16,Dan Carpenter,45,Y,N
14,2008-10-26,DAL,TAM,W 13-9,Nick Folk,45,Y,N
15,2008-11-02,MIA,DEN,W 26-17,Dan Carpenter,45,Y,N
16,2008-11-09,OAK,CAR,L 6-17,Sebastian Janikowski,45,Y,N
17,2008-11-16,GNB,CHI,W 37-3,Mason Crosby,45,Y,N
18,2008-11-23,KAN,BUF,L 31-54,Connor Barth,45,Y,N
19,2008-11-23,SEA,WAS,L 17-20,Olindo Mare,45,Y,N
20,2008-11-27,TEN,DET,W 47-10,Rob Bironas,45,Y,N
21,2008-11-30,PIT,NWE,W 33-10,Jeff Reed,45,Y,N
22,2008-12-07,PIT,DAL,W 20-13,Jeff Reed,45,N,N
23,2008-12-14,CIN,WAS,W 20-13,Shayne Graham,45,Y,N
24,2008-12-18,IND,JAX,W 31-24,Adam Vinatieri,45,Y,N
25,2008-12-28,CAR,NOR,W 33-31,John Kasay,45,Y,N
26,2009-01-04,PHI,MIN,W 26-14,David Akers,45,Y,N
27,2009-01-18,PHI,ARI,L 25-32,David Akers,45,Y,N
1,2008-09-07,PIT,HOU,W 38-17,Jeff Reed,44,Y,N
2,2008-09-07,CAR,SDG,W 26-24,John Kasay,44,Y,N
3,2008-09-15,PHI,DAL,L 37-41,David Akers,44,Y,N
4,2008-09-21,HOU,TEN,L 12-31,Kris Brown,44,Y,N
5,2008-09-21,NWE,MIA,L 13-38,Stephen Gostkowski,44,Y,N
6,2008-09-21,DET,SFO,L 13-31,Jason Hanson,44,Y,N
7,2008-09-21,TEN,HOU,W 31-12,Rob Bironas,44,Y,N
8,2008-09-28,ATL,CAR,L 9-24,Jason Elam,44,Y,N
9,2008-09-28,NYJ,ARI,W 56-35,Jay Feely,44,N,N
10,2008-09-28,CAR,ATL,W 24-9,John Kasay,44,Y,N
11,2008-09-28,ATL,CAR,L 9-24,Jason Elam,44,Y,N
12,2008-09-28,SDG,OAK,W 28-18,Nate Kaeding,44,N,N
13,2008-10-12,NOR,OAK,W 34-3,Taylor Mehlhaff,44,Y,N
14,2008-10-12,STL,WAS,W 19-17,Josh Brown,44,Y,N
15,2008-10-12,SDG,NWE,W 30-10,Nate Kaeding,44,N,N
16,2008-10-19,BUF,SDG,W 23-14,Rian Lindell,44,Y,N
17,2008-10-26,STL,NWE,L 16-23,Josh Brown,44,Y,N
18,2008-10-27,TEN,IND,W 31-21,Rob Bironas,44,Y,N
19,2008-11-03,WAS,PIT,L 6-23,Shaun Suisham,44,Y,N
20,2008-11-09,NOR,ATL,L 20-34,Garrett Hartley,44,Y,N
21,2008-11-16,STL,SFO,L 16-35,Josh Brown,44,Y,N
22,2008-11-23,DEN,OAK,L 10-31,Matt Prater,44,Y,N
23,2008-11-23,BAL,PHI,W 36-7,Matt Stover,44,Y,N
24,2008-11-23,ARI,NYG,L 29-37,Neil Rackers,44,Y,N
25,2008-11-27,SEA,DAL,L 9-34,Olindo Mare,44,Y,N
26,2008-11-30,GNB,CAR,L 31-35,Mason Crosby,44,Y,N
27,2008-12-07,ARI,STL,W 34-10,Neil Rackers,44,Y,N
28,2008-12-07,DAL,PIT,L 13-20,Nick Folk,44,Y,N
29,2008-12-07,CLE,TEN,L 9-28,Phil Dawson,44,N,N
30,2008-12-14,CAR,DEN,W 30-10,John Kasay,44,Y,N
31,2008-12-18,JAX,IND,L 24-31,Josh Scobee,44,Y,N
1,2008-09-07,CIN,BAL,L 10-17,Shayne Graham,43,Y,N
2,2008-09-08,DEN,OAK,W 41-14,Matt Prater,43,Y,N
3,2008-09-21,NOR,DEN,L 32-34,Martin Gramatica,43,Y,N
4,2008-09-21,CAR,MIN,L 10-20,John Kasay,43,Y,N
5,2008-09-21,CHI,TAM,L 24-27,Robbie Gould,43,Y,N
6,2008-09-21,SFO,DET,W 31-13,Joe Nedney,43,N,N
7,2008-09-21,NOR,DEN,L 32-34,Martin Gramatica,43,N,N
8,2008-09-21,STL,SEA,L 13-37,Josh Brown,43,Y,N
9,2008-09-28,KAN,DEN,W 33-19,Nick Novak,43,Y,N
10,2008-10-05,HOU,IND,L 27-31,Kris Brown,43,Y,N
